refArea,Potable water source - water point,State of the water network - good,State of the water network - acceptable,Potable water source - gallons purchase,Potable water source - artesian well,Total number of permanent water springs,State of the water network - bad,Observation URI,references,Potable water source - public network,publisher,Potable water source - other,Town,Total number of seasonal water springs,dataset,Total number of seasonal water points
https://dbpedia.org/page/Mount_Lebanon_Governorate,0,0,0,0,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Kfar+Heam,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Kfar Heam,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
http://dbpedia.org/resource/Batroun_District,1,1,0,1,1,3,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Kfar+Hilda,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Kfar Hilda,4,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,1
https://dbpedia.org/page/South_Governorate,0,0,0,0,1,2,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Kfar+Houneh,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,1,Kfar Houneh,10,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,2
http://dbpedia.org/resource/Keserwan_District,0,1,0,0,0,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Kfar+Jreif,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Kfar Jreif,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
http://dbpedia.org/resource/Marjeyoun_District,0,0,0,1,1,2,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Kfar+Kila,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Kfar Kila,3,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,3
http://dbpedia.org/resource/Aley_District,0,1,0,0,1,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Kfar+Matta,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Kfar Matta,2,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
http://dbpedia.org/resource/Sidon_District,0,0,1,0,1,3,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Kfar+Melki+Saida,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,1,Kfar Melki Saida,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
https://dbpedia.org/page/Mount_Lebanon_Governorate,1,0,1,1,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Kfar+Nabrakh,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Kfar Nabrakh,4,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,2
https://dbpedia.org/page/Mount_Lebanon_Governorate,0,0,0,0,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Kfar+Niss,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Kfar Niss,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
https://dbpedia.org/page/Mount_Lebanon_Governorate,0,0,0,0,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Kfar+Qatra,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Kfar Qatra,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
https://dbpedia.org/page/Beqaa_Governorate,1,0,0,0,1,2,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Kfar+Qouq,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Kfar Qouq,10,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,8
https://dbpedia.org/page/Nabatieh_Governorate,0,0,0,0,1,1,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Kfar+Roummane,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Kfar Roummane,2,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
http://dbpedia.org/resource/Baabda_District,1,1,0,1,1,4,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Kfar+Selouane,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Kfar Selouane,100,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,1
https://dbpedia.org/page/Nabatieh_Governorate,0,0,0,0,1,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Kfar+Sir,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Kfar Sir,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
http://dbpedia.org/resource/Matn_District,0,0,1,0,0,4,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Kfar+Tay+El-Matn,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,1,Kfar Tay El-Matn,5,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,5
https://dbpedia.org/page/Nabatieh_Governorate,0,0,1,0,1,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Kfar+Tibnit,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Kfar Tibnit,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
https://dbpedia.org/page/Beqaa_Governorate,0,0,0,0,1,3,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Kfar+michki,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Kfar michki,5,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
http://dbpedia.org/resource/Zgharta_District,0,0,1,0,0,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Kfardlaqous,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Kfardlaqous,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
https://dbpedia.org/page/Nabatieh_Governorate,1,0,1,0,0,2,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Kfarfila,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Kfarfila,5,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,5
http://dbpedia.org/resource/Zgharta_District,0,0,1,1,1,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Kfarfou,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Kfarfou,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
https://dbpedia.org/page/North_Governorate,1,0,0,0,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Kfarhata+,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Kfarhata ,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,1
http://dbpedia.org/resource/Zgharta_District,0,0,1,0,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Kfarhata+Zgharta,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Kfarhata Zgharta,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
http://dbpedia.org/resource/Zgharta_District,1,0,0,0,0,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Kfarsghab,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Kfarsghab,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
https://dbpedia.org/page/Akkar_Governorate,1,0,1,0,1,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Kfartoun,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Kfartoun,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
http://dbpedia.org/resource/Zgharta_District,0,0,0,1,1,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Kfaryachit,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Kfaryachit,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,1
http://dbpedia.org/resource/ZahlÃ©_District,0,0,1,0,1,2,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Kfarzabad,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Kfarzabad,2,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,1
http://dbpedia.org/resource/Zgharta_District,0,0,0,0,1,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Kfarzaina,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Kfarzaina,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
http://dbpedia.org/resource/Byblos_District,0,1,0,0,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Kfoun,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Kfoun,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
http://dbpedia.org/resource/Batroun_District,0,1,0,0,0,2,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Kfour+El-Aarbi,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,1,Kfour El-Aarbi,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
http://dbpedia.org/resource/Nabatieh_Governorate,0,1,0,1,0,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Kfour+En-Nabatieh,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Kfour En-Nabatieh,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,3
http://dbpedia.org/resource/Hasbaya_District,1,0,1,1,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Khalwat,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Khalwat,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
http://dbpedia.org/resource/Byblos_District,0,0,1,0,0,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Kharbe,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Kharbe,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
http://dbpedia.org/resource/MiniyehâDanniyeh_District,0,0,1,0,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Kharnoub,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Kharnoub,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
http://dbpedia.org/resource/Sidon_District,0,0,0,1,0,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Khartoum,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Khartoum,2,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,2
https://dbpedia.org/page/Akkar_Governorate,1,0,0,0,1,2,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Khat+el+Petrol,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Khat el Petrol,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
http://dbpedia.org/resource/Sidon_District,0,0,1,0,1,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Khayayeb+Saida,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Khayayeb Saida,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,2
https://dbpedia.org/page/Mount_Lebanon_Governorate,0,0,0,0,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Khereibet+Ech-Chouf,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Khereibet Ech-Chouf,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
http://dbpedia.org/resource/Matn_District,1,1,0,1,0,2,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Khinchara,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Khinchara,2,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,3
https://dbpedia.org/page/Mount_Lebanon_Governorate,1,0,0,0,0,1,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Khirbet+Bisri,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Khirbet Bisri,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
https://dbpedia.org/page/Akkar_Governorate,0,0,0,1,1,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Khirbet+Char,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Khirbet Char,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,2
https://dbpedia.org/page/Akkar_Governorate,0,0,0,0,1,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Khirbet+Daoud+Aakkar,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Khirbet Daoud Aakkar,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
https://dbpedia.org/page/Akkar_Governorate,0,0,0,1,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Khirbet+Jord,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Khirbet Jord,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
http://dbpedia.org/resource/Western_Beqaa_District,2,1,0,2,2,2,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Khirbet+Qanafar,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Khirbet Qanafar,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,4
https://dbpedia.org/page/Beqaa_Governorate,0,0,0,0,1,2,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Khirbet+Rouha,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Khirbet Rouha,5,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,3
http://dbpedia.org/resource/Bint_Jbeil_District,0,0,0,0,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Khirbet+Selm,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Khirbet Selm,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
http://dbpedia.org/resource/Marjeyoun_District,0,0,0,0,1,4,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Khiyam+Marjaayoun,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Khiyam Marjaayoun,6,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,2
https://dbpedia.org/page/Baalbek-Hermel_Governorate,0,1,0,0,1,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Khodr+Baalbek,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Khodr Baalbek,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,1
http://dbpedia.org/resource/Baabda_District,0,0,1,0,0,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Khreibet+Baabda,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Khreibet Baabda,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
https://dbpedia.org/page/Akkar_Governorate,0,0,0,0,1,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Khreibet+Ej-Jindi,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Khreibet Ej-Jindi,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,1
http://dbpedia.org/resource/Sidon_District,0,0,0,0,0,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Khzaiz,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Khzaiz,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
https://dbpedia.org/page/Mount_Lebanon_Governorate,0,0,1,0,0,5,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Kleyleh,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Kleyleh,3,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
https://dbpedia.org/page/Akkar_Governorate,0,0,0,1,1,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Kneisset+Aakkar,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Kneisset Aakkar,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
https://dbpedia.org/page/Mount_Lebanon_Governorate,1,0,1,0,0,25,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Kneisset+Ech-Chouf,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Kneisset Ech-Chouf,15,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,6
http://dbpedia.org/resource/Tyre_District,0,0,0,0,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Kneisset+Sour,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Kneisset Sour,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
https://dbpedia.org/page/Akkar_Governorate,0,0,1,1,1,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Kouachra,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Kouachra,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
http://dbpedia.org/resource/Hermel_District,0,0,0,0,1,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Kouakh,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Kouakh,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
https://dbpedia.org/page/Akkar_Governorate,0,0,0,0,1,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Koueikhat,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Koueikhat,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
http://dbpedia.org/resource/Bint_Jbeil_District,0,0,1,0,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Kounine,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Kounine,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,4
http://dbpedia.org/resource/Batroun_District,0,0,1,0,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Kour,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Kour,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,1
https://dbpedia.org/page/North_Governorate,1,0,0,1,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Kousba,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Kousba,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
https://dbpedia.org/page/Akkar_Governorate,1,0,0,0,1,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Kroum+El-Aarab,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Kroum El-Aarab,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,1
https://dbpedia.org/page/Baalbek-Hermel_Governorate,0,0,0,0,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Laboueh,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Laboueh,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
http://dbpedia.org/resource/Western_Beqaa_District,1,0,1,0,1,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Lala,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Lala,6,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,4
http://dbpedia.org/resource/Byblos_District,0,1,0,0,0,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Laqlouq,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Laqlouq,3,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
http://dbpedia.org/resource/Byblos_District,0,0,0,0,0,5,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Lassa,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Lassa,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
https://dbpedia.org/page/South_Governorate,0,0,1,1,1,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Lebaa,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Lebaa,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,2
http://dbpedia.org/resource/Byblos_District,0,0,0,0,0,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Lehfed,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Lehfed,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
http://dbpedia.org/resource/Western_Beqaa_District,0,0,0,0,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Libbaya+West+Bekaa,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Libbaya West Bekaa,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
https://dbpedia.org/page/South_Governorate,0,0,0,0,0,5,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Louayzet+Jezzine,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Louayzet Jezzine,4,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,1
http://dbpedia.org/resource/Sidon_District,0,0,0,0,1,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Loubieh,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Loubieh,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,2
http://dbpedia.org/resource/Byblos_District,0,0,0,0,1,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Maad,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Maad,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
http://dbpedia.org/resource/Keserwan_District,0,0,1,1,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Maarab,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Maarab,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
https://dbpedia.org/page/Baalbek-Hermel_Governorate,1,0,0,0,1,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Maaraboun,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Maaraboun,2,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,3
http://dbpedia.org/resource/Tyre_District,0,0,1,1,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Maarakeh,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Maarakeh,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,2
http://dbpedia.org/resource/Tyre_District,0,0,0,0,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Maaroub,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Maaroub,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
http://dbpedia.org/resource/Aley_District,1,0,0,0,0,2,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Maasrati,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Maasrati,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
https://dbpedia.org/page/Mount_Lebanon_Governorate,0,0,1,0,0,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Maasser+Beit+Ed-Dine,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Maasser Beit Ed-Dine,2,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,2
https://dbpedia.org/page/Mount_Lebanon_Governorate,0,0,0,0,1,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Maasser+Ech-Chouf,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Maasser Ech-Chouf,2,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,2
http://dbpedia.org/resource/Keserwan_District,0,0,1,0,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Maaysra+Kesrouane,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Maaysra Kesrouane,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
http://dbpedia.org/resource/Western_Beqaa_District,1,0,0,0,1,3,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Machghara,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Machghara,9,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,3
